rdt_id,cause_group,rdt_lines,start_hour,day_of_week,month,is_weekend,number_of_affected_stations,number_of_affected_lines,long_disruption
59078,rolling stock,Amersfoort - Zwolle,14,Sunday,3,1,2,1.0,0
59080,rolling stock,Den Haag HS - Rotterdam Centraal,18,Sunday,3,1,4,1.0,0
59081,rolling stock,"Antwerpen-Centraal - Breda (HSL), Breda - Rotterdam Centraal (HSL)",19,Sunday,3,1,3,2.0,0
59083,rolling stock,"Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden",19,Sunday,3,1,4,2.0,0
59084,accidents,Nijmegen - Venlo,22,Sunday,3,1,3,1.0,1
59085,rolling stock,Leiden Centraal - Schiphol Airport,0,Monday,3,0,5,1.0,0
59086,staff,Liège-Guillemins - Maastricht,7,Monday,3,0,5,1.0,1
59087,external,Nijmegen - Venlo,7,Monday,3,0,3,1.0,0
59089,infrastructure,"Amersfoort - Schiphol Airport, Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal, Den Haag HS - Rotterdam Centraal, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal",8,Monday,3,0,18,8.0,1
59090,infrastructure,Dordrecht - Rotterdam Centraal,9,Monday,3,0,8,1.0,1
59091,infrastructure,Breda - Rotterdam Centraal (HSL),9,Monday,3,0,2,1.0,1
59092,infrastructure,"'s-Hertogenbosch - Tilburg, Breda - Tilburg",9,Monday,3,0,6,2.0,0
59093,infrastructure,"Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden",9,Monday,3,0,3,2.0,1
59096,rolling stock,Breda - Rotterdam Centraal (HSL),17,Monday,3,0,2,1.0,0
59098,external,'s-Hertogenbosch - Nijmegen,18,Monday,3,0,4,1.0,0
59099,rolling stock,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf, Arnhem Centraal - Winterswijk",19,Monday,3,0,5,4.0,0
59100,external,Eindhoven - Venlo,19,Monday,3,0,4,1.0,0
59101,rolling stock,Eindhoven - Venlo,21,Monday,3,0,3,1.0,0
59102,engineering work,Amsterdam Centraal - Schiphol Airport,5,Tuesday,4,0,4,1.0,1
59104,rolling stock,Amersfoort - Ede-Wageningen,6,Tuesday,4,0,5,1.0,1
59106,engineering work,Amsterdam Centraal - Schiphol Airport,7,Tuesday,4,0,4,1.0,0
59108,accidents,Groningen - Zwolle,7,Tuesday,4,0,4,1.0,1
59109,logistical,Hamm (Westf.) - Venlo,8,Tuesday,4,0,2,1.0,1
59111,rolling stock,Amersfoort - Ede-Wageningen,8,Tuesday,4,0,5,1.0,1
59112,infrastructure,Leeuwarden - Zwolle,10,Tuesday,4,0,3,1.0,1
59114,rolling stock,Den Haag HS - Rotterdam Centraal,11,Tuesday,4,0,7,1.0,1
59115,rolling stock,Breda - Rotterdam Centraal (HSL),11,Tuesday,4,0,2,1.0,1
59116,rolling stock,Dordrecht - Rotterdam Centraal,11,Tuesday,4,0,8,1.0,1
59118,unknown,"Alkmaar - Amsterdam Centraal, Amsterdam Centraal - Haarlem, Amsterdam Centraal - Hoorn, Amsterdam Centraal - Schiphol Airport",15,Tuesday,4,0,2,4.0,1
59120,rolling stock,Breda - Rotterdam Centraal (HSL),15,Tuesday,4,0,2,1.0,0
59121,rolling stock,Amsterdam Centraal - Hoorn,17,Tuesday,4,0,2,1.0,1
59122,rolling stock,Lelystad Centrum - Schiphol Airport,18,Tuesday,4,0,13,1.0,0
59123,rolling stock,Leiden Centraal - Schiphol Airport,18,Tuesday,4,0,5,1.0,0
59124,rolling stock,Rotterdam Centraal - Schiphol Airport (HSL),18,Tuesday,4,0,2,1.0,0
59126,rolling stock,Leeuwarden - Zwolle,20,Tuesday,4,0,3,1.0,0
59127,rolling stock,Leeuwarden - Zwolle,20,Tuesday,4,0,3,1.0,0
59128,rolling stock,Dordrecht - Geldermalsen,20,Tuesday,4,0,2,1.0,0
59129,unknown,Roosendaal - Vlissingen,20,Tuesday,4,0,2,1.0,1
59130,accidents,Arnhem Centraal - Utrecht Centraal,20,Tuesday,4,0,4,1.0,1
59131,accidents,Den Haag Centraal - Leiden Centraal,21,Tuesday,4,0,6,1.0,1
59132,accidents,Leiden Centraal - Schiphol Airport,21,Tuesday,4,0,5,1.0,1
59133,accidents,"Amsterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal",21,Tuesday,4,0,7,2.0,1
59135,accidents,Roosendaal - Vlissingen,22,Tuesday,4,0,3,1.0,1
59136,rolling stock,"Breda - Dordrecht, Dordrecht - Roosendaal",23,Tuesday,4,0,3,2.0,0
59138,rolling stock,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf",5,Wednesday,4,0,7,3.0,1
59140,rolling stock,Breda - Rotterdam Centraal (HSL),6,Wednesday,4,0,2,1.0,1
59141,rolling stock,"Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal, Dordrecht - Rotterdam Centraal",6,Wednesday,4,0,15,3.0,0
59142,rolling stock,"Breda - Dordrecht, Dordrecht - Roosendaal",7,Wednesday,4,0,3,2.0,0
59143,rolling stock,Leeuwarden - Stavoren,8,Wednesday,4,0,4,1.0,0
59144,staff,Aachen Hbf - Heerlen,9,Wednesday,4,0,6,1.0,1
59145,rolling stock,Eindhoven - Venlo,10,Wednesday,4,0,6,1.0,0
59146,rolling stock,"Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal",14,Wednesday,4,0,2,3.0,0
59148,external,"'s-Hertogenbosch - Eindhoven, 's-Hertogenbosch - Utrecht Centraal, Amsterdam Centraal - Utrecht Centraal",14,Wednesday,4,0,24,3.0,1
59151,infrastructure,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf, Arnhem Centraal - Winterswijk",15,Wednesday,4,0,5,4.0,0
59154,external,Groningen - Zwolle,18,Wednesday,4,0,2,1.0,0
59156,rolling stock,Eindhoven - Venlo,22,Wednesday,4,0,2,1.0,0
59157,rolling stock,Almelo - Mariënberg,6,Thursday,4,0,5,1.0,0
59158,infrastructure,Aachen Hbf - Heerlen,7,Thursday,4,0,3,1.0,0
59159,rolling stock,"Arnhem Centraal - Utrecht Centraal, Rhenen - Utrecht Centraal",7,Thursday,4,0,4,2.0,0
59160,infrastructure,Emmen - Zwolle,7,Thursday,4,0,2,1.0,1
59161,rolling stock,Schiphol Airport - Utrecht Centraal,7,Thursday,4,0,5,1.0,0
59162,rolling stock,"'s-Hertogenbosch - Eindhoven, 's-Hertogenbosch - Utrecht Centraal, Amsterdam Centraal - Utrecht Centraal",9,Thursday,4,0,24,3.0,1
59163,rolling stock,Breda - Rotterdam Centraal (HSL),10,Thursday,4,0,2,1.0,0
59164,unknown,Tiel - Utrecht Centraal,11,Thursday,4,0,3,1.0,1
59165,rolling stock,Aachen Hbf - Heerlen,12,Thursday,4,0,4,1.0,1
59166,accidents,Deventer - Zwolle,13,Thursday,4,0,2,1.0,1
59167,rolling stock,'s-Hertogenbosch - Tilburg,14,Thursday,4,0,2,1.0,0
59168,accidents,Arnhem Centraal - Nijmegen,14,Thursday,4,0,3,1.0,1
59169,unknown,Den Haag Centraal - Leiden Centraal,15,Thursday,4,0,6,1.0,1
59170,infrastructure,Rhenen - Utrecht Centraal,15,Thursday,4,0,6,1.0,1
59172,infrastructure,"Amsterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal",15,Thursday,4,0,7,2.0,1
59173,rolling stock,'s-Hertogenbosch - Tilburg,15,Thursday,4,0,2,1.0,0
59174,rolling stock,Rotterdam Centraal - Utrecht Centraal,16,Thursday,4,0,6,1.0,0
59176,external,Almere Oostvaarders - Utrecht Centraal,17,Thursday,4,0,5,1.0,1
59179,rolling stock,"Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal",19,Thursday,4,0,2,3.0,0
59180,engineering work,"Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal",20,Thursday,4,0,7,3.0,1
59181,engineering work,Den Haag Centraal - Leiden Centraal,20,Thursday,4,0,6,1.0,1
59182,accidents,Almelo - Deventer,21,Thursday,4,0,4,1.0,0
59183,accidents,Almelo - Deventer,21,Thursday,4,0,4,1.0,0
59184,rolling stock,Amsterdam Centraal - Utrecht Centraal,5,Friday,4,0,9,1.0,1
59185,rolling stock,"Amsterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal",7,Friday,4,0,4,2.0,1
59186,rolling stock,Roermond - Sittard,7,Friday,4,0,4,1.0,0
59187,infrastructure,Roermond - Sittard,8,Friday,4,0,4,1.0,1
59189,accidents,Amsterdam Centraal - Haarlem,12,Friday,4,0,5,1.0,0
59190,external,Breda - Rotterdam Centraal (HSL),14,Friday,4,0,2,1.0,0
59191,unknown,Breda - Tilburg,15,Friday,4,0,5,1.0,1
59193,infrastructure,'s-Hertogenbosch - Tilburg,16,Friday,4,0,2,1.0,0
59194,infrastructure,Delfzijl - Groningen,17,Friday,4,0,7,1.0,1
59195,rolling stock,Aachen Hbf - Heerlen,17,Friday,4,0,4,1.0,1
59196,infrastructure,"Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal",18,Friday,4,0,8,2.0,1
59197,engineering work,Eindhoven - Venlo,20,Friday,4,0,4,1.0,0
59198,rolling stock,"Antwerpen-Centraal - Breda (HSL), Breda - Rotterdam Centraal (HSL)",21,Friday,4,0,3,2.0,0
59199,external,Antwerpen-Centraal - Roosendaal,21,Friday,4,0,2,1.0,1
59200,rolling stock,Amersfoort - Ede-Wageningen,21,Friday,4,0,8,1.0,0
59201,external,Almelo - Deventer,23,Friday,4,0,4,1.0,0
59202,staff,Aachen Hbf - Heerlen,1,Saturday,4,1,6,1.0,1
59203,staff,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf",1,Saturday,4,1,7,3.0,1
59204,infrastructure,Amersfoort - Ede-Wageningen,9,Saturday,4,1,2,1.0,1
59205,staff,Heerlen - Sittard,15,Saturday,4,1,7,1.0,1
59206,rolling stock,Almere Oostvaarders - Utrecht Centraal,16,Saturday,4,1,5,1.0,0
59207,rolling stock,Rotterdam Centraal - Schiphol Airport (HSL),17,Saturday,4,1,2,1.0,0
59208,infrastructure,'s-Hertogenbosch - Utrecht Centraal,20,Saturday,4,1,3,1.0,0
59209,external,Haarlem - Uitgeest,21,Saturday,4,1,8,1.0,0
59210,external,Rotterdam Centraal - Schiphol Airport (HSL),21,Saturday,4,1,2,1.0,0
59211,rolling stock,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf",7,Sunday,4,1,7,3.0,1
59212,rolling stock,'s-Hertogenbosch - Nijmegen,7,Sunday,4,1,5,1.0,0
59213,infrastructure,Roermond - Sittard,9,Sunday,4,1,4,1.0,1
59214,rolling stock,Roermond - Venlo,10,Sunday,4,1,5,1.0,0
59215,accidents,Apeldoorn - Deventer,12,Sunday,4,1,4,1.0,1
59216,external,Schiphol Airport - Utrecht Centraal,17,Sunday,4,1,5,1.0,0
59217,external,Leiden Centraal - Schiphol Airport,17,Sunday,4,1,5,1.0,0
59218,rolling stock,Alkmaar - Amsterdam Centraal,18,Sunday,4,1,3,1.0,0
59219,external,Den Haag HS - Rotterdam Centraal,19,Sunday,4,1,7,1.0,0
59221,infrastructure,Amsterdam Centraal - Lelystad Centrum,6,Monday,4,0,10,1.0,1
59223,infrastructure,Dordrecht - Rotterdam Centraal,12,Monday,4,0,8,1.0,0
59224,rolling stock,"Eindhoven - Roermond, Roermond - Sittard",12,Monday,4,0,5,2.0,0
59227,accidents,"Brussel-Zuid/Midi - Rotterdam Centraal (HSL), Paris-Nord - Rotterdam Centraal (HSL)",17,Monday,4,0,7,2.0,1
59228,external,Amersfoort - Utrecht Centraal,19,Monday,4,0,2,1.0,0
59229,infrastructure,Alkmaar - Hoorn,4,Tuesday,4,0,3,1.0,1
59230,staff,"Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal",4,Tuesday,4,0,8,2.0,1
59231,infrastructure,Alphen a/d Rijn - Gouda,5,Tuesday,4,0,6,1.0,0
59232,staff,"Liège-Guillemins - Maastricht, Maastricht - Maastricht Randwyck",5,Tuesday,4,0,6,2.0,1
59233,infrastructure,'s-Hertogenbosch - Nijmegen,7,Tuesday,4,0,3,1.0,1
59234,rolling stock,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf, Arnhem Centraal - Winterswijk",9,Tuesday,4,0,5,4.0,1
59235,rolling stock,Breda - Rotterdam Centraal (HSL),10,Tuesday,4,0,2,1.0,0
59236,infrastructure,Almelo - Zwolle,10,Tuesday,4,0,3,1.0,1
59237,rolling stock,Rotterdam Centraal - Utrecht Centraal,13,Tuesday,4,0,12,1.0,0
59238,infrastructure,"'s-Hertogenbosch - Eindhoven, 's-Hertogenbosch - Nijmegen, 's-Hertogenbosch - Tilburg, 's-Hertogenbosch - Utrecht Centraal",13,Tuesday,4,0,1,4.0,1
59239,infrastructure,"'s-Hertogenbosch - Tilburg, Breda - Tilburg, Eindhoven - Tilburg",13,Tuesday,4,0,2,3.0,1
59240,rolling stock,"Den Haag Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal",14,Tuesday,4,0,2,2.0,1
59241,infrastructure,'s-Hertogenbosch - Tilburg,15,Tuesday,4,0,2,1.0,1
59242,unknown,Eindhoven - Venlo,15,Tuesday,4,0,6,1.0,1
59243,infrastructure,Breda - Rotterdam Centraal (HSL),15,Tuesday,4,0,2,1.0,0
59244,rolling stock,"Arnhem Centraal - Utrecht Centraal, Rhenen - Utrecht Centraal",16,Tuesday,4,0,4,2.0,0
59245,rolling stock,Almere Oostvaarders - Utrecht Centraal,20,Tuesday,4,0,8,1.0,0
59246,rolling stock,Almere Oostvaarders - Utrecht Centraal,20,Tuesday,4,0,3,1.0,0
59247,rolling stock,Arnhem Centraal - Utrecht Centraal,6,Wednesday,4,0,2,1.0,0
59248,accidents,Groningen - Zwolle,7,Wednesday,4,0,2,1.0,1
59249,rolling stock,Leiden Centraal - Utrecht Centraal,7,Wednesday,4,0,3,1.0,0
59250,rolling stock,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf",8,Wednesday,4,0,3,3.0,0
59251,rolling stock,Amersfoort - Zwolle,8,Wednesday,4,0,2,1.0,0
59252,rolling stock,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf",8,Wednesday,4,0,7,3.0,1
59253,rolling stock,Breda - Tilburg,9,Wednesday,4,0,3,1.0,0
59254,accidents,Haarlem - Leiden Centraal,9,Wednesday,4,0,4,1.0,1
59255,accidents,Den Haag Centraal - Leiden Centraal,9,Wednesday,4,0,6,1.0,1
59256,external,'s-Hertogenbosch - Tilburg,10,Wednesday,4,0,2,1.0,0
59257,external,"Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport",12,Wednesday,4,0,5,3.0,0
59258,external,Arnhem Centraal - Utrecht Centraal,13,Wednesday,4,0,2,1.0,0
59259,rolling stock,Leiden Centraal - Schiphol Airport,13,Wednesday,4,0,2,1.0,0
59260,external,Leeuwarden - Zwolle,16,Wednesday,4,0,8,1.0,0
59263,accidents,Breda - Tilburg,17,Wednesday,4,0,3,1.0,0
59264,external,Rotterdam Centraal - Utrecht Centraal,17,Wednesday,4,0,6,1.0,0
59265,rolling stock,"Amersfoort - Schiphol Airport, Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal, Den Haag HS - Rotterdam Centraal, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal",18,Wednesday,4,0,18,8.0,0
59266,rolling stock,"Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal, Dordrecht - Rotterdam Centraal",18,Wednesday,4,0,15,3.0,0
59267,unknown,Arnhem Centraal - Zutphen,20,Wednesday,4,0,6,1.0,0
59269,infrastructure,"Amsterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal",21,Wednesday,4,0,2,2.0,1
59270,rolling stock,Breda - Rotterdam Centraal (HSL),21,Wednesday,4,0,2,1.0,0
59271,rolling stock,Eindhoven - Venlo,21,Wednesday,4,0,6,1.0,0
59272,external,"Amersfoort - Amsterdam Centraal, Amersfoort - Apeldoorn, Amersfoort - Ede-Wageningen, Amersfoort - Schiphol Airport, Amersfoort - Utrecht Centraal, Amersfoort - Zwolle",21,Wednesday,4,0,3,6.0,0
59273,rolling stock,Tiel - Utrecht Centraal,6,Thursday,4,0,3,1.0,0
59274,rolling stock,"Amersfoort - Schiphol Airport, Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal, Den Haag HS - Rotterdam Centraal, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal",6,Thursday,4,0,18,8.0,0
59275,rolling stock,Leiden Centraal - Schiphol Airport,6,Thursday,4,0,5,1.0,0
59276,rolling stock,Heerlen - Maastricht,8,Thursday,4,0,5,1.0,0
59277,rolling stock,"Arnhem Centraal - Utrecht Centraal, Rhenen - Utrecht Centraal",8,Thursday,4,0,4,2.0,0
59278,rolling stock,"Amsterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal",8,Thursday,4,0,4,2.0,0
59279,rolling stock,"Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport",8,Thursday,4,0,4,2.0,0
59281,rolling stock,Antwerpen-Centraal - Roosendaal,9,Thursday,4,0,2,1.0,1
59282,accidents,Emmen - Zwolle,12,Thursday,4,0,3,1.0,1
59284,accidents,Emmen - Zwolle,12,Thursday,4,0,2,1.0,0
59285,rolling stock,Roosendaal - Vlissingen,14,Thursday,4,0,11,1.0,1
59286,external,Amersfoort - Ede-Wageningen,17,Thursday,4,0,5,1.0,0
59287,rolling stock,"Amersfoort - Schiphol Airport, Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL), Schiphol Airport - Utrecht Centraal, Schiphol Airport - Zaandam",18,Thursday,4,0,2,7.0,0
59288,infrastructure,Groningen - Leeuwarden,19,Thursday,4,0,2,1.0,0
59289,external,Amersfoort - Zwolle,19,Thursday,4,0,5,1.0,0
59290,rolling stock,Roermond - Venlo,21,Thursday,4,0,2,1.0,0
59291,accidents,Roermond - Venlo,0,Friday,4,0,5,1.0,1
59292,rolling stock,Dordrecht - Rotterdam Centraal,8,Friday,4,0,8,1.0,0
59293,rolling stock,Eindhoven - Venlo,8,Friday,4,0,3,1.0,0
59294,external,Amersfoort - Utrecht Centraal,12,Friday,4,0,5,1.0,0
59295,rolling stock,"Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport",16,Friday,4,0,5,2.0,0
59296,rolling stock,Schiphol Airport - Utrecht Centraal,16,Friday,4,0,5,1.0,0
59297,infrastructure,Alphen a/d Rijn - Gouda,17,Friday,4,0,2,1.0,1
59298,rolling stock,Eindhoven - Tilburg,17,Friday,4,0,3,1.0,0
59299,rolling stock,Groningen - Leeuwarden,18,Friday,4,0,9,1.0,0
59300,infrastructure,Eindhoven - Tilburg,19,Friday,4,0,6,1.0,1
59301,external,Arnhem Centraal - Winterswijk,0,Saturday,4,1,2,1.0,1
59302,rolling stock,Heerlen - Maastricht,8,Saturday,4,1,6,1.0,0
59303,infrastructure,"Arnhem Centraal - Utrecht Centraal, Rhenen - Utrecht Centraal",8,Saturday,4,1,4,2.0,1
59304,rolling stock,Deventer - Zwolle,8,Saturday,4,1,4,1.0,0
59305,rolling stock,"Amersfoort - Schiphol Airport, Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal, Den Haag HS - Rotterdam Centraal, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal",9,Saturday,4,1,18,8.0,1
59306,infrastructure,Roermond - Sittard,10,Saturday,4,1,4,1.0,1
59307,rolling stock,Eindhoven - Venlo,11,Saturday,4,1,9,1.0,1
59308,infrastructure,"Berlin Ostbahnhof - Hengelo, Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal",12,Saturday,4,1,3,3.0,0
59309,rolling stock,"Breda - Tilburg, Eindhoven - Tilburg",13,Saturday,4,1,4,2.0,0
59310,rolling stock,"Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport",13,Saturday,4,1,5,3.0,0
59311,rolling stock,Amersfoort - Zwolle,13,Saturday,4,1,2,1.0,0
59313,external,Almere Oostvaarders - Utrecht Centraal,16,Saturday,4,1,5,1.0,0
59314,rolling stock,Eindhoven - Tilburg,18,Saturday,4,1,3,1.0,0
59315,external,Haarlem - Uitgeest,19,Saturday,4,1,6,1.0,0
59316,infrastructure,Breda - Dordrecht,20,Saturday,4,1,3,1.0,0
59317,infrastructure,"Amersfoort - Apeldoorn, Apeldoorn - Deventer",6,Sunday,4,1,5,2.0,1
59318,infrastructure,Amersfoort - Ede-Wageningen,6,Sunday,4,1,4,1.0,1
59319,external,Breda - Tilburg,6,Sunday,4,1,5,1.0,0
59320,engineering work,Almelo - Deventer,7,Sunday,4,1,4,1.0,1
59321,infrastructure,"Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",8,Sunday,4,1,2,2.0,0
59322,rolling stock,"Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal",9,Sunday,4,1,8,2.0,1
59323,external,"Amersfoort - Schiphol Airport, Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal, Den Haag HS - Rotterdam Centraal, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal",13,Sunday,4,1,18,8.0,1
59324,external,Roermond - Venlo,15,Sunday,4,1,3,1.0,0
59325,staff,"Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal",15,Sunday,4,1,8,2.0,1
59326,external,"Amersfoort - Amsterdam Centraal, Amsterdam Centraal - Lelystad Centrum",20,Sunday,4,1,5,2.0,0
59327,external,"Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden",21,Sunday,4,1,4,2.0,0
59328,rolling stock,Eindhoven - Venlo,21,Sunday,4,1,6,1.0,0
59329,rolling stock,Heerlen - Maastricht,22,Sunday,4,1,6,1.0,0
59330,engineering work,"Amsterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal",4,Monday,4,0,4,2.0,1
59332,rolling stock,Haarlem - Leiden Centraal,6,Monday,4,0,5,1.0,0
59333,infrastructure,Almelo - Zwolle,6,Monday,4,0,2,1.0,1
59334,rolling stock,Eindhoven - Venlo,7,Monday,4,0,4,1.0,0
59335,unknown,"Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",9,Monday,4,0,3,2.0,0
59337,accidents,Leeuwarden - Stavoren,10,Monday,4,0,6,1.0,1
59338,rolling stock,"Eindhoven - Roermond, Roermond - Sittard",10,Monday,4,0,9,2.0,1
59339,rolling stock,"Amersfoort - Schiphol Airport, Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal, Den Haag HS - Rotterdam Centraal, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal",10,Monday,4,0,18,8.0,0
59341,infrastructure,Apeldoorn - Zutphen,12,Monday,4,0,5,1.0,1
59342,infrastructure,Eindhoven - Venlo,13,Monday,4,0,7,1.0,1
59343,infrastructure,"'s-Hertogenbosch - Eindhoven, Eindhoven - Tilburg",13,Monday,4,0,4,2.0,1
59344,rolling stock,Eindhoven - Venlo,15,Monday,4,0,4,1.0,0
59345,infrastructure,Eindhoven - Venlo,16,Monday,4,0,6,1.0,1
59346,rolling stock,Den Haag HS - Rotterdam Centraal,19,Monday,4,0,7,1.0,0
59347,rolling stock,Roosendaal - Vlissingen,19,Monday,4,0,11,1.0,0
59348,rolling stock,Breda - Tilburg,20,Monday,4,0,5,1.0,0
59349,staff,"Brussel-Zuid/Midi - Rotterdam Centraal (HSL), Paris-Nord - Rotterdam Centraal (HSL)",21,Monday,4,0,7,2.0,1
59352,rolling stock,Roermond - Venlo,8,Tuesday,4,0,2,1.0,0
59353,rolling stock,Den Haag Centraal - Utrecht Centraal,10,Tuesday,4,0,4,1.0,0
59354,rolling stock,Eindhoven - Roermond,11,Tuesday,4,0,5,1.0,0
59355,rolling stock,Leiden Centraal - Schiphol Airport,11,Tuesday,4,0,2,1.0,0
59357,rolling stock,"'s-Hertogenbosch - Eindhoven, Eindhoven - Tilburg",11,Tuesday,4,0,4,2.0,0
59358,rolling stock,Breda - Tilburg,12,Tuesday,4,0,5,1.0,0
59360,rolling stock,Groningen - Zwolle,14,Tuesday,4,0,4,1.0,0
59361,rolling stock,Arnhem Centraal - Zutphen,14,Tuesday,4,0,3,1.0,0
59362,external,"Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden",18,Tuesday,4,0,8,2.0,0
59364,infrastructure,Lelystad Centrum - Zwolle,5,Wednesday,4,0,2,1.0,1
59366,infrastructure,Heerlen - Sittard,6,Wednesday,4,0,7,1.0,1
59367,accidents,"Almere Oostvaarders - Utrecht Centraal, Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",6,Wednesday,4,0,3,3.0,0
59368,rolling stock,'s-Hertogenbosch - Nijmegen,7,Wednesday,4,0,6,1.0,0
59371,rolling stock,"Berlin Ostbahnhof - Hengelo, Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal",8,Wednesday,4,0,3,3.0,0
59372,accidents,Harlingen Haven - Leeuwarden,8,Wednesday,4,0,6,1.0,1
59374,infrastructure,Eindhoven - Roermond,9,Wednesday,4,0,5,1.0,1
59375,infrastructure,Amersfoort - Ede-Wageningen,9,Wednesday,4,0,5,1.0,1
59376,external,Dordrecht - Roosendaal,10,Wednesday,4,0,6,1.0,1
59377,external,Dordrecht - Rotterdam Centraal,10,Wednesday,4,0,8,1.0,1
59378,infrastructure,Amersfoort - Apeldoorn,10,Wednesday,4,0,2,1.0,1
59379,rolling stock,Breda - Tilburg,11,Wednesday,4,0,5,1.0,0
59380,rolling stock,Arnhem Centraal - Zutphen,11,Wednesday,4,0,6,1.0,0
59381,infrastructure,"'s-Hertogenbosch - Eindhoven, Eindhoven - Tilburg",12,Wednesday,4,0,4,2.0,1
59382,infrastructure,'s-Hertogenbosch - Utrecht Centraal,12,Wednesday,4,0,9,1.0,1
59383,rolling stock,Almelo - Mariënberg,16,Wednesday,4,0,5,1.0,1
59384,external,Dordrecht - Rotterdam Centraal,18,Wednesday,4,0,8,1.0,0
59385,rolling stock,Emmen - Zwolle,21,Wednesday,4,0,2,1.0,1
59386,external,'s-Hertogenbosch - Nijmegen,22,Wednesday,4,0,3,1.0,1
59388,accidents,Amsterdam Centraal - Haarlem,23,Wednesday,4,0,5,1.0,0
