rdt_id,cause_group,rdt_lines,start_hour,day_of_week,month,is_weekend,number_of_affected_stations,number_of_affected_lines,long_disruption
57284,accidents,Den Haag HS - Rotterdam Centraal,4,Wednesday,1,0,3,1.0,0
57285,accidents,Den Haag HS - Rotterdam Centraal,4,Wednesday,1,0,3,1.0,1
57286,accidents,Dordrecht - Rotterdam Centraal,4,Wednesday,1,0,8,1.0,0
57288,logistical,Rotterdam Centraal - Schiphol Airport (HSL),4,Wednesday,1,0,2,1.0,1
57290,rolling stock,Almelo - Deventer,10,Wednesday,1,0,5,1.0,0
57291,external,Alkmaar - Den Helder,10,Wednesday,1,0,3,1.0,1
57292,rolling stock,Hamm (Westf.) - Venlo,11,Wednesday,1,0,7,1.0,1
57293,logistical,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf",12,Wednesday,1,0,7,3.0,0
57294,rolling stock,"Den Haag Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal",13,Wednesday,1,0,3,2.0,0
57296,external,Dordrecht - Roosendaal,14,Wednesday,1,0,6,1.0,0
57297,infrastructure,Alkmaar - Den Helder,14,Wednesday,1,0,3,1.0,1
57298,external,"Heerlen - Maastricht, Liège-Guillemins - Maastricht, Maastricht - Maastricht Randwyck",14,Wednesday,1,0,6,3.0,1
57299,external,Baarn - Utrecht Centraal,14,Wednesday,1,0,3,1.0,1
57301,rolling stock,"Almere Oostvaarders - Utrecht Centraal, Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",16,Wednesday,1,0,4,3.0,0
57302,infrastructure,Deventer - Zwolle,18,Wednesday,1,0,2,1.0,1
57303,rolling stock,"Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport",18,Wednesday,1,0,3,2.0,0
57304,external,Den Haag HS - Rotterdam Centraal,18,Wednesday,1,0,4,1.0,1
57305,external,Arnhem Centraal - Zutphen,19,Wednesday,1,0,6,1.0,1
57306,rolling stock,Eindhoven - Venlo,19,Wednesday,1,0,3,1.0,0
57307,infrastructure,Arnhem Centraal - Winterswijk,19,Wednesday,1,0,2,1.0,0
57308,accidents,Den Haag HS - Rotterdam Centraal,21,Wednesday,1,0,4,1.0,1
57309,infrastructure,Leeuwarden - Stavoren,21,Wednesday,1,0,4,1.0,1
57310,external,Almelo - Mariënberg,22,Wednesday,1,0,5,1.0,1
57312,infrastructure,Den Haag HS - Rotterdam Centraal,4,Thursday,1,0,2,1.0,0
57313,staff,Aachen Hbf - Heerlen,7,Thursday,1,0,6,1.0,1
57315,accidents,Roosendaal - Vlissingen,9,Thursday,1,0,2,1.0,1
57316,infrastructure,Groningen - Zwolle,9,Thursday,1,0,5,1.0,1
57317,rolling stock,Amersfoort - Utrecht Centraal,10,Thursday,1,0,5,1.0,1
57318,accidents,Eindhoven - Venlo,12,Thursday,1,0,2,1.0,1
57319,infrastructure,Kampen - Zwolle,12,Thursday,1,0,3,1.0,0
57320,rolling stock,"Berlin Ostbahnhof - Hengelo, Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal",13,Thursday,1,0,4,3.0,1
57321,unknown,'s-Hertogenbosch - Utrecht Centraal,13,Thursday,1,0,9,1.0,1
57322,accidents,Haarlem - Leiden Centraal,13,Thursday,1,0,3,1.0,1
57323,accidents,Den Haag Centraal - Leiden Centraal,14,Thursday,1,0,6,1.0,1
57325,rolling stock,Dordrecht - Rotterdam Centraal,17,Thursday,1,0,8,1.0,0
57326,external,"Groningen - Bad Nieuweschans, Groningen - Leer (Ostfriesland), Groningen - Veendam",18,Thursday,1,0,5,3.0,0
57327,accidents,Amsterdam Centraal - Hoorn,19,Thursday,1,0,5,1.0,1
57328,external,Groningen - Zwolle,19,Thursday,1,0,4,1.0,0
57329,external,Roosendaal - Vlissingen,20,Thursday,1,0,11,1.0,0
57330,unknown,Arnhem Centraal - Zutphen,22,Thursday,1,0,3,1.0,0
57331,infrastructure,Leiden Centraal - Utrecht Centraal,5,Friday,1,0,3,1.0,1
57332,external,Heerlen - Sittard,6,Friday,1,0,7,1.0,1
57333,infrastructure,Amsterdam Centraal - Haarlem,6,Friday,1,0,4,1.0,1
57335,infrastructure,"Amersfoort - Amsterdam Centraal, Amsterdam Centraal - Lelystad Centrum",7,Friday,1,0,5,2.0,1
57336,unknown,Amsterdam Centraal - Haarlem,8,Friday,1,0,4,1.0,1
57337,accidents,Den Haag HS - Rotterdam Centraal,9,Friday,1,0,2,1.0,1
57338,logistical,Rotterdam Centraal - Schiphol Airport (HSL),9,Friday,1,0,2,1.0,1
57339,accidents,Dordrecht - Rotterdam Centraal,9,Friday,1,0,8,1.0,1
57340,rolling stock,Groningen - Eemshaven,12,Friday,1,0,2,1.0,1
57341,rolling stock,'s-Hertogenbosch - Eindhoven,13,Friday,1,0,3,1.0,0
57342,rolling stock,'s-Hertogenbosch - Tilburg,13,Friday,1,0,2,1.0,0
57343,external,"Den Haag Centraal - Utrecht Centraal, Leiden Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal",14,Friday,1,0,5,3.0,0
57344,rolling stock,Arnhem Centraal - Nijmegen,15,Friday,1,0,5,1.0,1
57345,rolling stock,'s-Hertogenbosch - Nijmegen,15,Friday,1,0,6,1.0,1
57346,rolling stock,"Almere Oostvaarders - Utrecht Centraal, Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport",16,Friday,1,0,5,3.0,1
57347,accidents,Arnhem Centraal - Utrecht Centraal,18,Friday,1,0,4,1.0,1
57348,logistical,"Amsterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal",18,Friday,1,0,7,2.0,1
57349,logistical,Leiden Centraal - Schiphol Airport,18,Friday,1,0,5,1.0,1
57350,logistical,Den Haag Centraal - Leiden Centraal,18,Friday,1,0,6,1.0,1
57351,rolling stock,"Alkmaar - Amsterdam Centraal, Amersfoort - Amsterdam Centraal, Amsterdam Centraal - Haarlem, Amsterdam Centraal - Hoorn, Amsterdam Centraal - Lelystad Centrum, Amsterdam Centraal - Schiphol Airport, Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden, Leiden Centraal - Schiphol Airport",18,Friday,1,0,5,9.0,1
57352,rolling stock,Dordrecht - Rotterdam Centraal,21,Friday,1,0,8,1.0,0
57353,rolling stock,Arnhem Centraal - Zutphen,22,Friday,1,0,8,1.0,0
57354,engineering work,Amsterdam Centraal - Haarlem,3,Saturday,1,1,5,1.0,1
57356,accidents,Amsterdam Centraal - Hoorn,6,Saturday,1,1,2,1.0,1
57357,accidents,Amsterdam Centraal - Utrecht Centraal,6,Saturday,1,1,11,1.0,1
57358,rolling stock,"Amersfoort - Apeldoorn, Apeldoorn - Deventer",6,Saturday,1,1,5,2.0,1
57359,infrastructure,Almelo - Deventer,7,Saturday,1,1,5,1.0,0
57360,infrastructure,Almelo - Deventer,8,Saturday,1,1,6,1.0,1
57361,infrastructure,Leiden Centraal - Utrecht Centraal,9,Saturday,1,1,2,1.0,1
57362,unknown,Dordrecht - Rotterdam Centraal,10,Saturday,1,1,8,1.0,0
57363,infrastructure,Leiden Centraal - Schiphol Airport,12,Saturday,1,1,4,1.0,1
57364,infrastructure,Den Haag Centraal - Leiden Centraal,12,Saturday,1,1,6,1.0,1
57366,rolling stock,Breda - Rotterdam Centraal (HSL),15,Saturday,1,1,2,1.0,0
57368,rolling stock,"Amsterdam Centraal - Lelystad Centrum, Lelystad Centrum - Schiphol Airport",16,Saturday,1,1,2,2.0,0
57371,infrastructure,Rotterdam Centraal - Schiphol Airport (HSL),18,Saturday,1,1,2,1.0,1
57372,infrastructure,"Den Haag Centraal - Leiden Centraal, Leiden Centraal - Schiphol Airport",19,Saturday,1,1,10,2.0,1
57374,external,Leiden Centraal - Utrecht Centraal,21,Saturday,1,1,2,1.0,1
57375,rolling stock,Rotterdam Centraal - Schiphol Airport (HSL),6,Sunday,1,1,2,1.0,1
57376,infrastructure,Leiden Centraal - Utrecht Centraal,7,Sunday,1,1,3,1.0,1
57377,infrastructure,"Den Haag Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal",7,Sunday,1,1,2,2.0,0
57379,rolling stock,Breda - Rotterdam Centraal (HSL),7,Sunday,1,1,2,1.0,0
57380,infrastructure,"Den Haag Centraal - Utrecht Centraal, Leiden Centraal - Utrecht Centraal, Rotterdam Centraal - Utrecht Centraal",8,Sunday,1,1,3,3.0,0
57381,infrastructure,Amsterdam Centraal - Hoorn,9,Sunday,1,1,5,1.0,1
57382,infrastructure,Amersfoort - Ede-Wageningen,9,Sunday,1,1,4,1.0,1
57383,staff,Aachen Hbf - Heerlen,10,Sunday,1,1,6,1.0,1
57384,unknown,Den Haag HS - Rotterdam Centraal,11,Sunday,1,1,4,1.0,0
57385,infrastructure,Leeuwarden - Zwolle,11,Sunday,1,1,2,1.0,1
57386,unknown,Den Haag HS - Rotterdam Centraal,13,Sunday,1,1,4,1.0,1
57387,rolling stock,"Antwerpen-Centraal - Breda (HSL), Breda - Rotterdam Centraal (HSL)",14,Sunday,1,1,3,2.0,0
57388,infrastructure,"Amersfoort - Schiphol Airport, Amsterdam Centraal - Schiphol Airport, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL), Schiphol Airport - Utrecht Centraal, Schiphol Airport - Zaandam",15,Sunday,1,1,1,7.0,1
57389,infrastructure,Den Haag Centraal - Leiden Centraal,16,Sunday,1,1,6,1.0,1
57390,infrastructure,Breda - Rotterdam Centraal (HSL),16,Sunday,1,1,2,1.0,1
57391,accidents,Eindhoven - Venlo,16,Sunday,1,1,3,1.0,1
57392,rolling stock,"Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport",17,Sunday,1,1,3,2.0,1
57393,unknown,'s-Hertogenbosch - Nijmegen,21,Sunday,1,1,6,1.0,0
57394,staff,Aachen Hbf - Heerlen,4,Monday,1,0,6,1.0,1
57395,rolling stock,Alkmaar - Den Helder,6,Monday,1,0,5,1.0,0
57397,accidents,Roosendaal - Vlissingen,6,Monday,1,0,4,1.0,0
57398,rolling stock,"Almere Oostvaarders - Utrecht Centraal, Amersfoort - Utrecht Centraal, Baarn - Utrecht Centraal, Hilversum - Utrecht Centraal",6,Monday,1,0,2,4.0,0
57399,infrastructure,Groningen - Eemshaven,6,Monday,1,0,2,1.0,1
57400,rolling stock,Emmen - Zwolle,7,Monday,1,0,2,1.0,1
57401,external,"Den Haag HS - Rotterdam Centraal, Dordrecht - Rotterdam Centraal",8,Monday,1,0,9,2.0,1
57402,rolling stock,Arnhem Centraal - Nijmegen,9,Monday,1,0,5,1.0,0
57403,rolling stock,"Breda - Dordrecht, Dordrecht - Roosendaal",9,Monday,1,0,3,2.0,1
57404,rolling stock,Breda - Rotterdam Centraal (HSL),9,Monday,1,0,2,1.0,1
57405,rolling stock,"Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal, Dordrecht - Rotterdam Centraal",9,Monday,1,0,15,3.0,0
57406,rolling stock,Eindhoven - Venlo,10,Monday,1,0,9,1.0,0
57407,infrastructure,Winterswijk - Zutphen,10,Monday,1,0,6,1.0,1
57408,rolling stock,Arnhem Centraal - Zutphen,11,Monday,1,0,3,1.0,1
57409,rolling stock,Arnhem Centraal - Nijmegen,11,Monday,1,0,5,1.0,0
57410,accidents,Roosendaal - Vlissingen,12,Monday,1,0,4,1.0,1
57411,unknown,'s-Hertogenbosch - Nijmegen,13,Monday,1,0,4,1.0,0
57413,rolling stock,Amsterdam Centraal - Utrecht Centraal,13,Monday,1,0,11,1.0,0
57414,weather,Rotterdam Centraal - Schiphol Airport (HSL),14,Monday,1,0,2,1.0,0
57415,weather,"Den Haag Centraal - Den Haag HS, Den Haag HS - Rotterdam Centraal, Dordrecht - Rotterdam Centraal",14,Monday,1,0,15,3.0,0
57416,external,Eindhoven - Venlo,14,Monday,1,0,4,1.0,0
57417,external,Heerlen - Maastricht,14,Monday,1,0,5,1.0,1
57418,external,Eindhoven - Roermond,15,Monday,1,0,5,1.0,1
57419,external,'s-Hertogenbosch - Nijmegen,15,Monday,1,0,5,1.0,1
57420,infrastructure,"Amersfoort - Schiphol Airport, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal",15,Monday,1,0,6,4.0,1
57421,infrastructure,"Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal, Den Haag HS - Rotterdam Centraal",15,Monday,1,0,13,4.0,1
57422,infrastructure,Den Haag Centraal - Leiden Centraal,15,Monday,1,0,6,1.0,1
57423,external,Amersfoort - Ede-Wageningen,16,Monday,1,0,4,1.0,1
57424,external,Maastricht - Sittard,16,Monday,1,0,5,1.0,1
57425,external,Rhenen - Utrecht Centraal,16,Monday,1,0,2,1.0,1
57426,rolling stock,Arnhem Centraal - Winterswijk,16,Monday,1,0,6,1.0,0
57427,external,Amersfoort - Apeldoorn,16,Monday,1,0,2,1.0,0
57428,rolling stock,Eindhoven - Tilburg,17,Monday,1,0,6,1.0,0
57429,rolling stock,Baarn - Utrecht Centraal,17,Monday,1,0,3,1.0,1
57430,external,Alkmaar - Den Helder,19,Monday,1,0,2,1.0,1
57431,external,'s-Hertogenbosch - Tilburg,19,Monday,1,0,2,1.0,1
57432,engineering work,Den Haag HS - Rotterdam Centraal,1,Tuesday,1,0,2,1.0,1
57433,infrastructure,'s-Hertogenbosch - Nijmegen,5,Tuesday,1,0,6,1.0,1
57434,accidents,Haarlem - Leiden Centraal,5,Tuesday,1,0,3,1.0,1
57435,logistical,Den Haag Centraal - Leiden Centraal,6,Tuesday,1,0,6,1.0,1
57436,infrastructure,Arnhem Centraal - Nijmegen,6,Tuesday,1,0,5,1.0,0
57437,rolling stock,Groningen - Leeuwarden,7,Tuesday,1,0,3,1.0,0
57438,rolling stock,Groningen - Veendam,8,Tuesday,1,0,2,1.0,1
57439,unknown,Dordrecht - Roosendaal,12,Tuesday,1,0,6,1.0,0
57440,infrastructure,Arnhem Centraal - Tiel,13,Tuesday,1,0,6,1.0,1
57444,accidents,Groningen - Zwolle,19,Tuesday,1,0,3,1.0,0
57445,infrastructure,Eindhoven - Venlo,21,Tuesday,1,0,9,1.0,1
57446,rolling stock,Apeldoorn - Deventer,22,Tuesday,1,0,4,1.0,0
57447,accidents,Haarlem - Uitgeest,22,Tuesday,1,0,8,1.0,0
57448,rolling stock,Aachen Hbf - Heerlen,22,Tuesday,1,0,5,1.0,0
57449,engineering work,Leiden Centraal - Schiphol Airport,1,Wednesday,1,0,5,1.0,1
57450,engineering work,"Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal, Den Haag HS - Rotterdam Centraal",1,Wednesday,1,0,13,4.0,1
57451,infrastructure,Maastricht - Sittard,5,Wednesday,1,0,5,1.0,1
57452,rolling stock,Dordrecht - Geldermalsen,6,Wednesday,1,0,8,1.0,1
57453,accidents,Leeuwarden - Stavoren,10,Wednesday,1,0,6,1.0,1
57454,external,"Groningen - Zwolle, Leeuwarden - Zwolle",11,Wednesday,1,0,2,2.0,0
57455,infrastructure,Arnhem Centraal - Nijmegen,12,Wednesday,1,0,5,1.0,1
57456,infrastructure,'s-Hertogenbosch - Nijmegen,12,Wednesday,1,0,6,1.0,1
57457,infrastructure,Nijmegen - Venlo,12,Wednesday,1,0,3,1.0,0
57458,rolling stock,Leiden Centraal - Schiphol Airport,13,Wednesday,1,0,4,1.0,0
57459,rolling stock,"Amersfoort - Amsterdam Centraal, Amersfoort - Schiphol Airport",13,Wednesday,1,0,2,2.0,0
57460,logistical,Leiden Centraal - Schiphol Airport,14,Wednesday,1,0,2,1.0,0
57461,infrastructure,Amsterdam Centraal - Utrecht Centraal,15,Wednesday,1,0,11,1.0,1
57462,external,"Almelo - Zwolle, Amersfoort - Zwolle, Deventer - Zwolle, Emmen - Zwolle, Groningen - Zwolle, Kampen - Zwolle, Leeuwarden - Zwolle, Lelystad Centrum - Zwolle",15,Wednesday,1,0,1,8.0,0
57463,rolling stock,Amersfoort - Zwolle,18,Wednesday,1,0,2,1.0,1
57464,accidents,Arnhem Centraal - Utrecht Centraal,19,Wednesday,1,0,4,1.0,1
57465,rolling stock,Leiden Centraal - Utrecht Centraal,19,Wednesday,1,0,3,1.0,0
57466,rolling stock,Rotterdam Centraal - Schiphol Airport (HSL),23,Wednesday,1,0,2,1.0,0
57468,rolling stock,Alkmaar - Amsterdam Centraal,6,Thursday,1,0,4,1.0,0
57469,rolling stock,Eindhoven - Tilburg,7,Thursday,1,0,3,1.0,0
57470,infrastructure,Roermond - Sittard,8,Thursday,1,0,3,1.0,1
57471,rolling stock,Amersfoort - Zwolle,8,Thursday,1,0,2,1.0,0
57472,rolling stock,Leiden Centraal - Schiphol Airport,8,Thursday,1,0,5,1.0,0
57473,rolling stock,Breda - Rotterdam Centraal (HSL),9,Thursday,1,0,2,1.0,1
57474,rolling stock,Lelystad Centrum - Schiphol Airport,10,Thursday,1,0,13,1.0,0
57475,rolling stock,"Breda - Dordrecht, Dordrecht - Roosendaal",10,Thursday,1,0,3,2.0,0
57476,rolling stock,Dordrecht - Rotterdam Centraal,10,Thursday,1,0,8,1.0,1
57477,rolling stock,Heerlen - Sittard,10,Thursday,1,0,7,1.0,0
57478,unknown,Amersfoort - Ede-Wageningen,11,Thursday,1,0,3,1.0,0
57479,rolling stock,Roermond - Sittard,11,Thursday,1,0,4,1.0,1
57480,rolling stock,Amsterdam Centraal - Lelystad Centrum,12,Thursday,1,0,8,1.0,1
57481,external,Aachen Hbf - Heerlen,12,Thursday,1,0,3,1.0,1
57482,unknown,Roermond - Sittard,13,Thursday,1,0,4,1.0,0
57483,rolling stock,"Amersfoort - Schiphol Airport, Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal, Den Haag HS - Rotterdam Centraal, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal",13,Thursday,1,0,18,8.0,0
57485,infrastructure,Deventer - Zwolle,14,Thursday,1,0,2,1.0,1
57487,external,Aachen Hbf - Heerlen,16,Thursday,1,0,6,1.0,1
57488,rolling stock,Arnhem Centraal - Winterswijk,16,Thursday,1,0,9,1.0,0
57489,rolling stock,Lelystad Centrum - Schiphol Airport,16,Thursday,1,0,6,1.0,1
57490,rolling stock,Roermond - Venlo,21,Thursday,1,0,2,1.0,1
57491,engineering work,Den Haag HS - Rotterdam Centraal,23,Thursday,1,0,4,1.0,1
57493,rolling stock,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf",6,Friday,1,0,3,3.0,0
57494,external,Arnhem Centraal - Winterswijk,9,Friday,1,0,2,1.0,0
57495,external,Den Haag Centraal - Utrecht Centraal,10,Friday,1,0,3,1.0,0
57496,rolling stock,"Amersfoort - Schiphol Airport, Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal, Den Haag HS - Rotterdam Centraal, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal",10,Friday,1,0,18,8.0,0
57497,unknown,"Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden",11,Friday,1,0,5,2.0,1
57498,rolling stock,Emmen - Zwolle,13,Friday,1,0,2,1.0,0
57499,staff,Hamm (Westf.) - Venlo,14,Friday,1,0,7,1.0,1
57500,rolling stock,Leeuwarden - Zwolle,15,Friday,1,0,8,1.0,0
57502,rolling stock,Amersfoort - Zwolle,16,Friday,1,0,5,1.0,0
57504,external,"Amersfoort - Schiphol Airport, Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal, Den Haag HS - Rotterdam Centraal, Leiden Centraal - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal",16,Friday,1,0,18,8.0,1
57505,rolling stock,Dordrecht - Geldermalsen,18,Friday,1,0,8,1.0,1
57506,rolling stock,Leeuwarden - Zwolle,19,Friday,1,0,3,1.0,0
57507,external,Alphen a/d Rijn - Gouda,22,Friday,1,0,1,1.0,1
57508,infrastructure,Leiden Centraal - Utrecht Centraal,0,Saturday,1,1,3,1.0,0
57510,rolling stock,Schiphol Airport - Zaandam,7,Saturday,1,1,4,1.0,0
57511,rolling stock,"'s-Hertogenbosch - Utrecht Centraal, Tiel - Utrecht Centraal",7,Saturday,1,1,4,2.0,0
57512,rolling stock,Amsterdam Centraal - Haarlem,8,Saturday,1,1,4,1.0,0
57513,weather,Dordrecht - Geldermalsen,8,Saturday,1,1,8,1.0,1
57514,unknown,Haarlem - Leiden Centraal,8,Saturday,1,1,4,1.0,0
57515,rolling stock,Arnhem Centraal - Zutphen,9,Saturday,1,1,6,1.0,0
57516,rolling stock,"Amersfoort - Utrecht Centraal, Baarn - Utrecht Centraal",9,Saturday,1,1,3,2.0,0
57517,rolling stock,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf",9,Saturday,1,1,3,3.0,0
57518,rolling stock,Rotterdam Centraal - Schiphol Airport (HSL),9,Saturday,1,1,2,1.0,0
57520,rolling stock,Dordrecht - Geldermalsen,9,Saturday,1,1,3,1.0,1
57521,rolling stock,"'s-Hertogenbosch - Utrecht Centraal, Tiel - Utrecht Centraal",9,Saturday,1,1,3,2.0,0
57524,weather,Dordrecht - Geldermalsen,12,Saturday,1,1,8,1.0,1
57526,rolling stock,Rotterdam Centraal - Schiphol Airport (HSL),14,Saturday,1,1,2,1.0,1
57527,rolling stock,Den Haag Centraal - Leiden Centraal,14,Saturday,1,1,6,1.0,1
57528,rolling stock,Breda - Tilburg,14,Saturday,1,1,2,1.0,0
57529,infrastructure,Hengelo - Zutphen,14,Saturday,1,1,2,1.0,1
57530,rolling stock,Roosendaal - Vlissingen,18,Saturday,1,1,11,1.0,0
57531,rolling stock,"Amsterdam Centraal - Schiphol Airport, Rotterdam Centraal - Schiphol Airport (HSL)",18,Saturday,1,1,5,2.0,0
57532,accidents,Arnhem Centraal - Zutphen,21,Saturday,1,1,8,1.0,0
57533,accidents,Almelo - Mariënberg,22,Saturday,1,1,5,1.0,1
57534,accidents,Rhenen - Utrecht Centraal,7,Sunday,1,1,2,1.0,1
57535,rolling stock,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf, Arnhem Centraal - Winterswijk",8,Sunday,1,1,5,4.0,0
57536,infrastructure,Groningen - Zwolle,9,Sunday,1,1,3,1.0,1
57537,rolling stock,Rotterdam Centraal - Schiphol Airport (HSL),11,Sunday,1,1,2,1.0,0
57538,logistical,"Breda - Dordrecht, Dordrecht - Roosendaal",14,Sunday,1,1,3,2.0,1
57539,rolling stock,"Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden",17,Sunday,1,1,4,2.0,0
57540,rolling stock,"Amersfoort - Schiphol Airport, Lelystad Centrum - Schiphol Airport, Schiphol Airport - Utrecht Centraal",18,Sunday,1,1,2,3.0,0
57542,accidents,Almelo - Zwolle,20,Sunday,1,1,5,1.0,0
57543,staff,"Brussel-Zuid/Midi - Rotterdam Centraal (HSL), Paris-Nord - Rotterdam Centraal (HSL)",20,Sunday,1,1,7,2.0,1
57545,staff,"Liège-Guillemins - Maastricht, Maastricht - Maastricht Randwyck",23,Sunday,1,1,6,2.0,1
57546,staff,Antwerpen-Centraal - Roosendaal,23,Sunday,1,1,12,1.0,1
57547,infrastructure,Roosendaal - Vlissingen,0,Monday,1,0,11,1.0,1
57548,engineering work,Leiden Centraal - Utrecht Centraal,4,Monday,1,0,2,1.0,1
57549,infrastructure,Dordrecht - Rotterdam Centraal,5,Monday,1,0,8,1.0,0
57550,infrastructure,Alkmaar - Den Helder,6,Monday,1,0,4,1.0,1
57551,rolling stock,Harlingen Haven - Leeuwarden,6,Monday,1,0,3,1.0,1
57552,rolling stock,Baarn - Utrecht Centraal,6,Monday,1,0,3,1.0,0
57553,external,"'s-Hertogenbosch - Eindhoven, Eindhoven - Tilburg",6,Monday,1,0,4,2.0,0
57554,rolling stock,Baarn - Utrecht Centraal,7,Monday,1,0,3,1.0,0
57555,rolling stock,"Amsterdam Centraal - Utrecht Centraal, Schiphol Airport - Utrecht Centraal",7,Monday,1,0,1,2.0,0
57556,infrastructure,Hengelo - Zutphen,7,Monday,1,0,2,1.0,1
57557,rolling stock,Baarn - Utrecht Centraal,8,Monday,1,0,3,1.0,0
57558,infrastructure,Amsterdam Centraal - Lelystad Centrum,10,Monday,1,0,8,1.0,1
57559,infrastructure,Leiden Centraal - Utrecht Centraal,10,Monday,1,0,2,1.0,1
57560,rolling stock,Almelo - Hengelo,10,Monday,1,0,4,1.0,0
57561,rolling stock,Amersfoort - Zwolle,12,Monday,1,0,2,1.0,0
57562,rolling stock,Schiphol Airport - Utrecht Centraal,12,Monday,1,0,5,1.0,0
57563,rolling stock,"Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden",13,Monday,1,0,4,2.0,0
57565,infrastructure,"'s-Hertogenbosch - Eindhoven, Eindhoven - Tilburg",15,Monday,1,0,4,2.0,1
57566,infrastructure,Roosendaal - Vlissingen,16,Monday,1,0,11,1.0,0
57567,accidents,Lelystad Centrum - Zwolle,18,Monday,1,0,3,1.0,1
57568,rolling stock,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf",18,Monday,1,0,7,3.0,0
57569,rolling stock,Almelo - Mariënberg,19,Monday,1,0,4,1.0,0
57570,infrastructure,Arnhem Centraal - Utrecht Centraal,23,Monday,1,0,4,1.0,0
57571,rolling stock,Alphen a/d Rijn - Gouda,23,Monday,1,0,7,1.0,0
57572,infrastructure,Den Haag HS - Rotterdam Centraal,5,Tuesday,1,0,3,1.0,0
57573,weather,Alphen a/d Rijn - Gouda,6,Tuesday,1,0,7,1.0,1
57574,rolling stock,Roermond - Sittard,6,Tuesday,1,0,3,1.0,1
57575,rolling stock,"Amsterdam Centraal - Utrecht Centraal, Amsterdam Centraal - Woerden",7,Tuesday,1,0,4,2.0,0
57576,rolling stock,"Den Haag Centraal - Den Haag HS, Den Haag Centraal - Leiden Centraal, Den Haag HS - Leiden Centraal, Den Haag HS - Rotterdam Centraal",8,Tuesday,1,0,13,4.0,0
57577,infrastructure,Dordrecht - Geldermalsen,8,Tuesday,1,0,3,1.0,1
57578,rolling stock,Amsterdam Centraal - Lelystad Centrum,8,Tuesday,1,0,8,1.0,1
57579,infrastructure,Almelo - Mariënberg,9,Tuesday,1,0,2,1.0,1
57581,rolling stock,"Berlin Ostbahnhof - Hengelo, Bielefeld Hbf - Hengelo, Hengelo - Oldenzaal",11,Tuesday,1,0,4,3.0,1
57582,rolling stock,Breda - Rotterdam Centraal (HSL),14,Tuesday,1,0,2,1.0,0
57583,external,Breda - Rotterdam Centraal (HSL),15,Tuesday,1,0,2,1.0,0
57584,rolling stock,Leiden Centraal - Utrecht Centraal,16,Tuesday,1,0,2,1.0,0
57587,rolling stock,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf",17,Tuesday,1,0,3,3.0,0
57588,rolling stock,"Arnhem Centraal - Basel SBB, Arnhem Centraal - Düsseldorf Hbf, Arnhem Centraal - Frankfurt (M) Hbf",17,Tuesday,1,0,3,3.0,0
